# Indice, Tempo(s), Drift_abs(m), Drift_norm(mm/m), Disp_TOP(m), Disp_BASE(m), Allarme
37065, 185.319992, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37066, 185.324997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37067, 185.330002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37068, 185.334991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37069, 185.339996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37070, 185.345001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37071, 185.349991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37072, 185.354996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37073, 185.360001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37074, 185.364990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37075, 185.369995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37076, 185.375000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37077, 185.379990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37078, 185.384995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37079, 185.389999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37080, 185.394989, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37081, 185.399994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37082, 185.404999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37083, 185.409988, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37084, 185.414993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37085, 185.419998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37086, 185.425003, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37087, 185.429993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37088, 185.434998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37089, 185.440002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37090, 185.444992, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37091, 185.449997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37092, 185.455002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37093, 185.459991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37094, 185.464996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37095, 185.470001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37096, 185.474991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37097, 185.479996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37098, 185.485001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37099, 185.489990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37100, 185.494995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37101, 185.500000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37102, 185.504990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37103, 185.509995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37104, 185.514999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37105, 185.519989, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37106, 185.524994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37107, 185.529999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37108, 185.534988, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37109, 185.539993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37110, 185.544998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37111, 185.550003, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37112, 185.554993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37113, 185.559998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37114, 185.565002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37115, 185.569992, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37116, 185.574997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37117, 185.580002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37118, 185.584991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37119, 185.589996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37120, 185.595001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37121, 185.599991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37122, 185.604996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37123, 185.610001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37124, 185.614990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37125, 185.619995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37126, 185.625000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37127, 185.629990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37128, 185.634995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37129, 185.639999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37130, 185.644989, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37131, 185.649994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37132, 185.654999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37133, 185.659988, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37134, 185.664993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37135, 185.669998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37136, 185.675003, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37137, 185.679993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37138, 185.684998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37139, 185.690002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37140, 185.694992, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37141, 185.699997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37142, 185.705002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37143, 185.709991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37144, 185.714996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37145, 185.720001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37146, 185.724991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37147, 185.729996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37148, 185.735001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37149, 185.739990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37150, 185.744995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37151, 185.750000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37152, 185.754990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37153, 185.759995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37154, 185.764999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37155, 185.769989, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37156, 185.774994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37157, 185.779999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37158, 185.784988, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37159, 185.789993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37160, 185.794998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37161, 185.800003, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37162, 185.804993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37163, 185.809998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37164, 185.815002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37165, 185.819992, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37166, 185.824997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37167, 185.830002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37168, 185.834991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37169, 185.839996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37170, 185.845001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37171, 185.849991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37172, 185.854996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37173, 185.860001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37174, 185.864990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37175, 185.869995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37176, 185.875000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37177, 185.879990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37178, 185.884995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37179, 185.889999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37180, 185.894989, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37181, 185.899994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37182, 185.904999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37183, 185.909988, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37184, 185.914993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37185, 185.919998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37186, 185.925003, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37187, 185.929993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37188, 185.934998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37189, 185.940002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37190, 185.944992, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37191, 185.949997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37192, 185.955002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37193, 185.959991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37194, 185.964996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37195, 185.970001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37196, 185.974991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37197, 185.979996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37198, 185.985001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37199, 185.989990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37200, 185.994995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37201, 186.000000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37202, 186.004990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37203, 186.009995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37204, 186.014999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37205, 186.019989, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37206, 186.024994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37207, 186.029999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37208, 186.034988, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37209, 186.039993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37210, 186.044998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37211, 186.050003, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37212, 186.054993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37213, 186.059998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37214, 186.065002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37215, 186.069992, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37216, 186.074997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37217, 186.080002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37218, 186.084991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37219, 186.089996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37220, 186.095001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37221, 186.099991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37222, 186.104996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37223, 186.110001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37224, 186.114990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37225, 186.119995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37226, 186.125000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37227, 186.129990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37228, 186.134995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37229, 186.139999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37230, 186.144989, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37231, 186.149994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37232, 186.154999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37233, 186.159988, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37234, 186.164993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37235, 186.169998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37236, 186.175003, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37237, 186.179993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37238, 186.184998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37239, 186.190002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37240, 186.194992, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37241, 186.199997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37242, 186.205002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37243, 186.209991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37244, 186.214996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37245, 186.220001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37246, 186.224991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37247, 186.229996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37248, 186.235001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37249, 186.239990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37250, 186.244995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37251, 186.250000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37252, 186.254990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37253, 186.259995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37254, 186.264999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37255, 186.269989, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37256, 186.274994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37257, 186.279999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37258, 186.284988, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37259, 186.289993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37260, 186.294998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37261, 186.300003, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37262, 186.304993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37263, 186.309998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37264, 186.315002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37265, 186.319992, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37266, 186.324997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37267, 186.330002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37268, 186.334991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37269, 186.339996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37270, 186.345001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37271, 186.349991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37272, 186.354996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37273, 186.360001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37274, 186.364990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37275, 186.369995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37276, 186.375000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37277, 186.379990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37278, 186.384995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37279, 186.389999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37280, 186.394989, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37281, 186.399994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37282, 186.404999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37283, 186.409988, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37284, 186.414993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37285, 186.419998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37286, 186.425003, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37287, 186.429993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37288, 186.434998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37289, 186.440002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37290, 186.444992, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37291, 186.449997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37292, 186.455002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37293, 186.459991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37294, 186.464996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37295, 186.470001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37296, 186.474991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37297, 186.479996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37298, 186.485001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37299, 186.489990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37300, 186.494995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37301, 186.500000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37302, 186.504990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37303, 186.509995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37304, 186.514999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37305, 186.519989, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37306, 186.524994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37307, 186.529999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37308, 186.534988, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37309, 186.539993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37310, 186.544998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37311, 186.550003, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37312, 186.554993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37313, 186.559998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37314, 186.565002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37315, 186.569992, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37316, 186.574997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37317, 186.580002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37318, 186.584991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37319, 186.589996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37320, 186.595001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37321, 186.599991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37322, 186.604996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37323, 186.610001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37324, 186.614990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37325, 186.619995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37326, 186.625000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37327, 186.629990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37328, 186.634995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37329, 186.639999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37330, 186.644989, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37331, 186.649994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37332, 186.654999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37333, 186.659988, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37334, 186.664993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37335, 186.669998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37336, 186.675003, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37337, 186.679993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37338, 186.684998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37339, 186.690002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37340, 186.694992, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37341, 186.699997, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37342, 186.705002, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37343, 186.709991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37344, 186.714996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37345, 186.720001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37346, 186.724991, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37347, 186.729996, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37348, 186.735001, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37349, 186.739990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37350, 186.744995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37351, 186.750000, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37352, 186.754990, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37353, 186.759995, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37354, 186.764999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37355, 186.769989, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37356, 186.774994, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37357, 186.779999, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37358, 186.784988, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37359, 186.789993, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
37360, 186.794998, 0.00000000e+00, 0.000000, 0.00000000e+00, 0.00000000e+00,  
